Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
01-Apr-2015,6975.8,7068.85,6964.65,7060.2,617338059,13819.26
06-Apr-2015,7087.05,7131.55,7059.65,7126.75,703091643,15365.57
07-Apr-2015,7148.85,7158.1,7083.65,7144.4,797008749,16182.63
08-Apr-2015,7176.7,7205.75,7168.4,7193.6,856968268,18046.87
09-Apr-2015,7229.9,7237.35,7171.1,7234,760077725,17385.91
10-Apr-2015,7236,7251.45,7217.45,7246.05,730297787,16017.26
13-Apr-2015,7266.15,7292,7245.6,7286.2,627519792,14212.19
15-Apr-2015,7299.55,7299.55,7205.45,7224.2,761813703,18166.55
16-Apr-2015,7233.85,7233.85,7134.5,7183.35,644051604,16465.23
17-Apr-2015,7180.4,7180.4,7087.1,7093.85,553715711,15954.19
20-Apr-2015,7104.65,7104.65,6933,6958,575261583,16159.41
21-Apr-2015,6943.5,6977.1,6890.1,6908,830771116,39766.23
22-Apr-2015,6928.3,6948.5,6836.65,6938,634738684,17796.3
23-Apr-2015,6978.35,7002.55,6899.5,6922.4,546383034,15979.66
24-Apr-2015,6931.55,6931.55,6804.2,6826.55,607908476,17623.96
27-Apr-2015,6846.7,6846.7,6715.9,6723.9,653165206,17747.66
28-Apr-2015,6720.65,6808,6698.45,6794.65,670114237,17837.33
29-Apr-2015,6793.7,6823.1,6757.9,6781.7,593662671,15440.59
30-Apr-2015,6771.05,6771.05,6714.95,6749.65,873175925,23820.6
04-May-2015,6790.8,6883.2,6788.55,6873.4,575305200,15215.53
05-May-2015,6880.65,6900.45,6847.4,6878.5,593347238,16090.66
06-May-2015,6869.95,6871.9,6671.35,6680.9,752720178,19387.72
07-May-2015,6667.5,6688.75,6572.7,6616.85,702257725,16350.01
08-May-2015,6676.15,6752.65,6676.15,6728.9,603127164,15486.08
11-May-2015,6771.35,6843.3,6765.05,6839,577152172,15154.28
12-May-2015,6842.6,6842.6,6683.15,6689.4,613938581,15392.28
13-May-2015,6733.3,6793.2,6677.95,6780.4,699598005,17387.28
14-May-2015,6778.5,6804.15,6720,6796.75,616063833,14716.89
15-May-2015,6813.1,6842.15,6798.75,6827.05,632000161,14076.37
18-May-2015,6845.85,6916.1,6839.3,6910.85,626581863,13903.37
19-May-2015,6901.7,6955.05,6886.9,6909.7,650946468,14165.75
20-May-2015,6933.8,6966.25,6933.6,6944.4,536247704,13239.89
21-May-2015,6956.2,6958.15,6909.75,6938.75,521044888,14094.42
22-May-2015,6951.35,6988.3,6941.4,6964.45,606065340,15407.01
25-May-2015,6953.25,6956.8,6907.1,6911.15,530017016,10996.01
26-May-2015,6919.5,6921.3,6876.2,6890.6,512564370,12672.92
27-May-2015,6858.55,6890.55,6842.8,6885.1,548240135,15736.72
28-May-2015,6895.35,6904.9,6828.1,6867.75,746618817,21207.89
29-May-2015,6878.5,6963.95,6864.85,6959.85,1041562709,41518.66
