"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2005","     1786.20","     1808.20","     1766.45","     1805.30","      240593153","         4037.26"
"04-Apr-2005","     1809.95","     1815.15","     1799.20","     1804.05","      259721837","         4377.45"
"05-Apr-2005","     1808.35","     1811.80","     1786.85","     1793.05","      238249906","         3952.88"
"06-Apr-2005","     1798.30","     1809.50","     1795.00","     1807.00","      256575450","         3857.19"
"07-Apr-2005","     1819.50","     1819.50","     1795.05","     1798.40","      227122023","         3723.44"
"08-Apr-2005","     1802.20","     1804.40","     1776.55","     1783.30","      198408392","         3477.90"
"11-Apr-2005","     1782.90","     1782.90","     1758.30","     1764.35","      174625085","         2706.70"
"12-Apr-2005","     1765.00","     1780.00","     1765.00","     1778.20","      169676680","         2859.04"
"13-Apr-2005","     1781.75","     1789.75","     1774.15","     1779.35","      206530926","         3425.18"
"15-Apr-2005","     1771.70","     1771.70","     1724.65","     1726.75","      192247218","         3650.73"
"18-Apr-2005","     1698.25","     1718.15","     1691.15","     1706.45","      184589032","         3353.64"
"19-Apr-2005","     1714.50","     1733.55","     1689.25","     1693.55","      203950730","         3734.41"
"20-Apr-2005","     1696.10","     1709.45","     1685.45","     1707.00","      198612386","         4301.47"
"21-Apr-2005","     1696.65","     1728.30","     1696.65","     1727.15","      198531260","         3981.45"
"22-Apr-2005","     1738.55","     1744.70","     1732.25","     1742.15","      188205918","         3970.82"
"25-Apr-2005","     1740.45","     1751.25","     1733.10","     1748.30","      158530400","         3278.33"
"26-Apr-2005","     1747.60","     1751.65","     1736.75","     1740.60","      171588279","         3058.69"
"27-Apr-2005","     1739.55","     1742.90","     1719.35","     1723.05","      187941768","         3875.50"
"28-Apr-2005","     1722.35","     1725.45","     1709.65","     1718.15","      229739679","         4947.16"
"29-Apr-2005","     1716.75","     1716.75","     1684.15","     1688.65","      172857780","         3463.07"
"02-May-2005","     1698.50","     1703.50","     1681.60","     1695.25","      166896818","         2951.47"
"03-May-2005","     1696.85","     1705.65","     1692.50","     1698.40","      148920642","         2873.82"
"04-May-2005","     1700.80","     1718.75","     1700.80","     1717.65","      160271899","         2891.63"
"05-May-2005","     1732.45","     1745.05","     1732.45","     1737.60","      218553360","         3535.38"
"06-May-2005","     1742.30","     1752.55","     1732.95","     1748.55","      191393107","         3446.84"
"09-May-2005","     1754.15","     1770.75","     1754.15","     1769.70","      184343322","         3350.53"
