"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2008","     3860.15","     3866.85","     3746.90","     3817.45","      260945206","         8981.22"
"02-Apr-2008","     3929.60","     3946.20","     3827.95","     3835.50","      254908980","         8815.03"
"03-Apr-2008","     3842.60","     3880.85","     3819.90","     3840.30","      269100660","         9687.49"
"04-Apr-2008","     3842.45","     3843.00","     3738.40","     3747.95","      284976357","         9626.96"
"07-Apr-2008","     3777.55","     3853.65","     3739.15","     3830.50","      285848624","         9692.14"
"08-Apr-2008","     3830.50","     3834.60","     3782.20","     3807.10","      321702869","        10598.58"
"09-Apr-2008","     3783.30","     3850.80","     3782.35","     3844.40","      322694244","         9607.37"
"10-Apr-2008","     3834.15","     3880.85","     3823.70","     3830.75","      322313683","        10340.47"
"11-Apr-2008","     3866.25","     3888.10","     3829.95","     3861.70","      266765806","         9707.62"
"15-Apr-2008","     3841.85","     3954.50","     3813.45","     3938.00","      354277542","        11518.08"
"16-Apr-2008","     3986.60","     4001.15","     3949.75","     3959.75","      413324956","        11977.32"
"17-Apr-2008","     4005.15","     4038.95","     3998.90","     4027.90","      482296261","        12535.02"
"21-Apr-2008","     4069.30","     4104.95","     4069.30","     4099.75","      400622915","        10737.58"
"22-Apr-2008","     4075.80","     4135.50","     4075.80","     4120.85","      428522390","        11818.36"
"23-Apr-2008","     4140.60","     4146.80","     4088.45","     4105.25","      438193346","        11346.25"
"24-Apr-2008","     4111.00","     4141.25","     4080.20","     4083.60","      438237267","        12937.52"
"25-Apr-2008","     4102.40","     4166.20","     4099.45","     4162.55","      409810442","        12034.04"
"28-Apr-2008","     4185.20","     4186.10","     4150.10","     4156.90","      384519039","        10983.10"
"29-Apr-2008","     4162.65","     4242.55","     4153.05","     4233.25","      474976696","        15393.99"
"30-Apr-2008","     4253.90","     4266.00","     4215.00","     4222.10","      416339367","        13765.00"
"02-May-2008","     4290.95","     4291.20","     4258.60","     4280.40","      412154294","        13067.47"
"05-May-2008","     4298.30","     4315.95","     4260.10","     4267.85","      432824368","        12448.64"
"06-May-2008","     4260.00","     4271.55","     4189.90","     4217.50","      399735006","        12102.05"
"07-May-2008","     4217.90","     4227.30","     4176.40","     4198.60","      358846103","        12111.18"
"08-May-2008","     4151.90","     4164.55","     4137.15","     4152.30","      317347513","        10401.76"
"09-May-2008","     4131.20","     4161.45","     4052.65","     4064.10","      333006406","        11128.94"
"12-May-2008","     4038.95","     4074.40","     3992.90","     4066.30","      351706811","        10402.78"
"13-May-2008","     4101.40","     4126.40","     4032.25","     4041.50","      372047506","        11599.18"
"14-May-2008","     4022.10","     4087.50","     4022.10","     4081.30","      330766147","        10833.14"
"15-May-2008","     4103.85","     4161.15","     4103.85","     4159.30","      350499122","        11972.08"
"16-May-2008","     4190.90","     4204.90","     4159.65","     4198.10","      386625011","        11497.36"
"20-May-2008","     4170.50","     4189.20","     4133.00","     4158.90","      360398269","        11404.46"
"21-May-2008","     4119.60","     4186.00","     4119.60","     4174.60","      424732225","        12512.15"
"22-May-2008","     4166.55","     4166.55","     4090.85","     4099.85","      365157770","        10922.64"
"23-May-2008","     4122.90","     4134.25","     4034.20","     4037.35","      336732119","        10624.29"
"26-May-2008","     3987.45","     3998.25","     3953.20","     3962.50","      276371555","         9275.91"
"27-May-2008","     4004.55","     4007.75","     3935.65","     3944.20","      325893997","         9433.61"
"28-May-2008","     3959.20","     3996.95","     3926.50","     3991.50","      394050173","        11217.35"
"29-May-2008","     4021.00","     4021.50","     3917.25","     3939.40","      483960122","        14894.26"
"30-May-2008","     3973.25","     3992.50","     3927.75","     3959.65","      333488015","        12188.84"
"02-Jun-2008","     3987.85","     3987.85","     3833.80","     3853.55","      306708654","         9913.17"
"03-Jun-2008","     3810.40","     3837.80","     3761.65","     3831.65","      365357506","        11207.57"
"04-Jun-2008","     3837.50","     3849.80","     3709.10","     3719.40","      350715726","        11720.07"
"05-Jun-2008","     3724.75","     3782.15","     3669.20","     3774.60","      387373568","        13974.43"
"06-Jun-2008","     3816.75","     3816.75","     3721.80","     3730.50","      301037197","        10585.96"
"09-Jun-2008","     3661.70","     3661.70","     3542.65","     3611.80","      339942412","        11389.45"
"10-Jun-2008","     3588.60","     3622.30","     3516.85","     3570.60","      369281774","        12173.90"
"11-Jun-2008","     3587.65","     3643.45","     3587.65","     3632.35","      338575794","        11694.51"
"12-Jun-2008","     3533.30","     3651.15","     3532.10","     3645.60","      372819965","        11697.77"
"13-Jun-2008","     3659.30","     3659.30","     3616.00","     3634.80","      395028333","        10460.73"
"16-Jun-2008","     3677.80","     3716.15","     3669.50","     3679.75","      353908072","         9451.60"
"17-Jun-2008","     3680.85","     3761.25","     3671.95","     3753.55","      325410971","         9591.15"
"18-Jun-2008","     3770.50","     3781.15","     3692.55","     3701.20","      378580469","        10720.62"
"19-Jun-2008","     3648.45","     3668.60","     3625.80","     3633.45","      269095412","         8042.98"
"20-Jun-2008","     3644.25","     3652.45","     3498.75","     3510.95","      332216830","        10533.89"
"23-Jun-2008","     3471.80","     3486.45","     3393.70","     3416.60","      326147152","         9897.79"
"24-Jun-2008","     3423.15","     3446.00","     3337.80","     3359.05","      341177899","        10472.17"
"25-Jun-2008","     3306.00","     3406.55","     3292.65","     3401.05","      363750443","        10762.65"
"26-Jun-2008","     3429.95","     3441.55","     3390.40","     3431.00","      501232797","        14090.42"
"27-Jun-2008","     3374.20","     3374.20","     3284.20","     3293.65","      375735831","        11196.44"
"30-Jun-2008","     3296.85","     3310.50","     3191.45","     3203.35","      355221837","         9734.73"
"01-Jul-2008","     3204.40","     3213.50","     3065.80","     3075.80","      380954201","        10186.19"
"02-Jul-2008","     3085.55","     3237.45","     3017.20","     3225.00","      525337840","        13675.87"
"03-Jul-2008","     3174.60","     3174.60","     3054.70","     3098.70","      449799275","        11281.68"
"04-Jul-2008","     3102.00","     3188.95","     3075.35","     3178.15","      453803155","        11131.23"
"07-Jul-2008","     3216.60","     3269.05","     3194.20","     3207.80","      353844398","         9078.63"
"08-Jul-2008","     3108.05","     3208.40","     3108.05","     3186.00","      357832089","         9620.31"
"09-Jul-2008","     3275.10","     3328.20","     3269.75","     3321.40","      383384860","        10317.34"
"10-Jul-2008","     3307.40","     3344.15","     3284.20","     3323.65","      349866689","         9826.41"
"11-Jul-2008","     3346.90","     3346.90","     3207.75","     3232.20","      370449614","        10837.48"
"14-Jul-2008","     3206.95","     3281.35","     3196.75","     3222.80","      298097813","         9046.64"
"15-Jul-2008","     3151.25","     3163.95","     3068.95","     3085.50","      308139582","         9469.72"
"16-Jul-2008","     3099.90","     3130.20","     3029.90","     3049.85","      361388563","         9714.24"
"17-Jul-2008","     3136.35","     3160.05","     3101.75","     3146.15","      357206932","        10343.26"
"18-Jul-2008","     3168.75","     3257.25","     3144.35","     3248.05","      390455603","        11496.90"
"21-Jul-2008","     3265.15","     3296.60","     3234.55","     3289.80","      310275183","         9676.56"
"22-Jul-2008","     3288.90","     3372.30","     3288.90","     3355.90","      382865784","        11772.89"
"23-Jul-2008","     3503.35","     3561.25","     3479.05","     3550.80","      602062611","        18018.21"
"24-Jul-2008","     3595.15","     3607.35","     3491.10","     3524.50","      571401348","        15646.11"
"25-Jul-2008","     3446.75","     3496.20","     3439.75","     3452.45","      456824364","        13123.19"
"28-Jul-2008","     3460.70","     3486.10","     3447.15","     3469.40","      341714231","         9982.81"
"29-Jul-2008","     3408.05","     3429.55","     3334.45","     3350.45","      386942561","        10827.78"
"30-Jul-2008","     3400.00","     3457.25","     3397.05","     3449.75","      400262139","        11219.55"
"31-Jul-2008","     3461.90","     3465.45","     3427.40","     3456.70","      490921265","        13800.36"
"01-Aug-2008","     3432.60","     3529.60","     3400.70","     3524.25","      497563022","        14010.00"
"04-Aug-2008","     3512.25","     3555.60","     3504.25","     3531.15","      456348778","        11790.06"
"05-Aug-2008","     3530.40","     3621.95","     3529.45","     3615.90","      539276642","        15480.37"
"06-Aug-2008","     3666.45","     3702.45","     3608.55","     3618.60","      559825958","        16906.53"
"07-Aug-2008","     3608.05","     3664.65","     3604.60","     3625.70","      408756342","        11504.59"
"08-Aug-2008","     3609.45","     3644.05","     3584.45","     3635.00","      428096654","        11139.88"
