"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"03-Apr-2006","     2918.60","     2977.20","     2918.60","     2974.10","      229202719","         6964.43"
"04-Apr-2006","     2988.55","     3004.10","     2968.60","     2993.00","      291314318","         7814.36"
"05-Apr-2006","     3008.10","     3023.45","     2999.10","     3022.30","      285150902","         7848.19"
"07-Apr-2006","     3048.95","     3055.40","     2969.55","     2977.50","      363162538","        11452.13"
"10-Apr-2006","     2983.75","     2998.70","     2962.50","     2994.30","      269287603","         7608.71"
"12-Apr-2006","     2996.10","     3007.10","     2914.30","     2924.25","      329525805","         9785.73"
"13-Apr-2006","     2927.20","     2927.20","     2826.80","     2884.40","      309066241","        10287.74"
"17-Apr-2006","     2924.50","     2949.25","     2911.55","     2943.90","      228751754","         7222.50"
"18-Apr-2006","     2973.70","     3007.65","     2973.70","     3005.85","      250876238","         8369.61"
"19-Apr-2006","     3030.95","     3044.45","     2994.85","     3017.65","      290371267","         8939.96"
"20-Apr-2006","     3032.75","     3040.70","     3015.25","     3038.30","      260156365","         8479.88"
"21-Apr-2006","     3049.30","     3052.65","     2996.65","     3034.75","      283949732","         9635.04"
"24-Apr-2006","     3036.60","     3045.75","     3016.60","     3024.90","      259108209","         7551.74"
"25-Apr-2006","     3024.10","     3024.10","     2954.05","     2960.30","      272611196","         7206.81"
"26-Apr-2006","     2967.40","     3037.10","     2959.85","     3032.20","      266542079","         7789.57"
"27-Apr-2006","     3048.90","     3071.45","     2996.75","     3005.35","      382431989","        14663.72"
"28-Apr-2006","     2911.45","     3021.35","     2868.25","     3014.10","      290467186","         8215.64"
"29-Apr-2006","     3037.40","     3068.55","     3037.40","     3064.70","      126620998","         3363.11"
"02-May-2006","     3093.70","     3112.00","     3089.80","     3100.70","      299561644","         8812.30"
"03-May-2006","     3100.15","     3127.80","     3084.70","     3124.20","      333867167","         8341.21"
"04-May-2006","     3139.00","     3155.90","     3113.55","     3133.20","      346075358","         9256.39"
"05-May-2006","     3140.15","     3157.20","     3125.70","     3143.10","      294828667","         7378.42"
"08-May-2006","     3166.80","     3176.60","     3156.70","     3163.25","      260108713","         6769.98"
"09-May-2006","     3177.95","     3182.90","     3134.55","     3178.80","      285794931","         7925.03"
"10-May-2006","     3194.90","     3212.40","     3192.40","     3208.85","      324221766","         8510.61"
"11-May-2006","     3223.15","     3223.15","     3159.20","     3168.65","      221032918","         6676.57"
"12-May-2006","     3137.50","     3168.80","     3120.65","     3132.35","      251561199","         7108.85"
"15-May-2006","     3120.15","     3128.85","     2993.45","     3007.80","      285089796","         8777.08"
"16-May-2006","     3010.90","     3024.90","     2881.80","     3011.85","      327681958","         9856.53"
"17-May-2006","     3054.80","     3104.70","     3054.75","     3099.80","      240123446","         7255.18"
"18-May-2006","     3061.10","     3061.10","     2874.10","     2889.05","      301693261","         9412.54"
"19-May-2006","     2960.30","     2960.30","     2740.05","     2767.75","      314856795","         9769.84"
"22-May-2006","     2794.70","     2794.70","     2439.60","     2611.30","      343047897","         8958.96"
"23-May-2006","     2612.60","     2721.95","     2538.15","     2712.35","      283287648","         7334.73"
"24-May-2006","     2736.55","     2765.50","     2648.10","     2662.55","      300027006","         8562.33"
"25-May-2006","     2625.30","     2697.65","     2591.70","     2684.60","      320426531","         9405.52"
"26-May-2006","     2724.00","     2773.15","     2705.85","     2726.45","      236506489","         6556.45"
"29-May-2006","     2725.20","     2769.75","     2719.65","     2737.55","      175807127","         4962.40"
"30-May-2006","     2747.65","     2767.25","     2711.10","     2721.80","      170366778","         5213.52"
"31-May-2006","     2636.35","     2653.95","     2556.85","     2635.25","      248048499","         7398.71"
