"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2014","     5244.15","     5244.15","     5199.40","     5232.85","      691765960","        12730.20"
"02-Apr-2014","     5261.70","     5276.10","     5246.25","     5272.40","      790584413","        15175.10"
"03-Apr-2014","     5281.60","     5281.60","     5227.60","     5254.35","      853998766","        15105.59"
"04-Apr-2014","     5257.30","     5257.30","     5229.70","     5234.50","      826038769","        13443.81"
"07-Apr-2014","     5236.30","     5256.60","     5198.50","     5234.20","      797272198","        12797.42"
"09-Apr-2014","     5254.70","     5321.30","     5252.60","     5315.25","      856241502","        15806.94"
"10-Apr-2014","     5322.25","     5345.80","     5308.80","     5328.40","     1042169439","        18641.78"
"11-Apr-2014","     5302.40","     5326.85","     5294.15","     5317.70","      847359106","        14984.19"
"15-Apr-2014","     5330.25","     5334.90","     5267.10","     5278.15","      678141240","        13428.12"
"16-Apr-2014","     5275.00","     5294.70","     5222.85","     5230.35","      708352501","        13491.46"
"17-Apr-2014","     5246.30","     5312.65","     5242.30","     5310.75","      651546530","        13467.29"
"21-Apr-2014","     5321.45","     5352.55","     5321.45","     5347.25","      606036155","        11693.62"
"22-Apr-2014","     5354.30","     5365.80","     5341.00","     5346.60","      683287991","        11796.64"
"23-Apr-2014","     5352.80","     5377.95","     5351.85","     5362.45","      849320479","        16963.64"
"25-Apr-2014","     5372.80","     5373.85","     5320.10","     5328.60","      730347838","        15084.60"
"28-Apr-2014","     5327.55","     5334.50","     5307.55","     5321.50","      676370686","        13210.51"
"29-Apr-2014","     5330.05","     5338.30","     5283.25","     5286.05","      748805490","        13125.29"
"30-Apr-2014","     5294.80","     5334.10","     5221.95","     5255.65","      929192918","        15667.14"
"02-May-2014","     5271.05","     5291.10","     5256.20","     5260.95","      578855116","        10724.31"
"05-May-2014","     5253.75","     5289.60","     5253.75","     5260.30","      556908399","        10622.33"
"06-May-2014","     5275.40","     5294.10","     5262.85","     5273.10","      468444180","         9407.85"
"07-May-2014","     5269.50","     5278.50","     5227.45","     5232.85","      546473188","        12173.01"
"08-May-2014","     5246.30","     5261.75","     5222.40","     5236.60","      501085792","        10432.80"
"09-May-2014","     5232.25","     5382.50","     5231.90","     5375.90","      802908179","        15819.71"
"12-May-2014","     5380.25","     5482.90","     5380.25","     5479.70","      882115104","        16366.64"
"13-May-2014","     5526.80","     5600.10","     5524.45","     5562.55","     1172466722","        21403.86"
"14-May-2014","     5569.25","     5593.50","     5555.45","     5583.60","     1051608382","        18929.96"
"15-May-2014","     5588.90","     5618.35","     5554.45","     5580.30","      917003627","        17222.13"
"16-May-2014","     5689.30","     5888.15","     5610.50","     5656.00","     1654563233","        35339.61"
"19-May-2014","     5711.85","     5766.85","     5682.20","     5762.60","     1707779207","        29252.74"
"20-May-2014","     5804.90","     5824.45","     5762.25","     5790.95","     1666839382","        24248.60"
"21-May-2014","     5799.90","     5809.30","     5748.65","     5792.30","     1436663978","        21203.37"
"22-May-2014","     5828.70","     5872.20","     5813.05","     5841.30","     1609503398","        22761.53"
