"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2009","     2282.10","     2328.75","     2265.90","     2324.75","      657067776","        11010.07"
"02-Apr-2009","     2390.20","     2441.45","     2387.10","     2429.05","      856997687","        13966.07"
"06-Apr-2009","     2486.75","     2496.40","     2445.15","     2473.30","      838601541","        14060.45"
"08-Apr-2009","     2404.35","     2544.65","     2398.15","     2537.55","     1000792564","        16718.69"
"09-Apr-2009","     2558.25","     2578.70","     2520.05","     2545.95","      990326856","        16315.39"
"13-Apr-2009","     2564.25","     2622.30","     2550.95","     2598.95","      858172059","        14021.38"
"15-Apr-2009","     2556.40","     2698.55","     2556.40","     2691.30","     1133743536","        19850.82"
"16-Apr-2009","     2707.10","     2727.75","     2582.75","     2593.90","     1220315982","        20145.42"
"17-Apr-2009","     2623.25","     2690.00","     2593.70","     2612.60","     1001706798","        16663.28"
"20-Apr-2009","     2628.35","     2663.50","     2591.65","     2621.70","      806863456","        13651.34"
"21-Apr-2009","     2580.45","     2644.85","     2580.45","     2612.65","      858868358","        14318.34"
"22-Apr-2009","     2630.40","     2646.95","     2563.50","     2584.90","      809496161","        12729.29"
"23-Apr-2009","     2596.05","     2655.10","     2564.10","     2646.00","      797738282","        12881.05"
"24-Apr-2009","     2650.40","     2696.10","     2640.45","     2689.95","      789534004","        14228.60"
"27-Apr-2009","     2671.15","     2716.80","     2655.60","     2674.75","      778306095","        14722.00"
"28-Apr-2009","     2675.20","     2675.20","     2581.70","     2588.40","      686070605","        12867.94"
"29-Apr-2009","     2621.80","     2669.90","     2607.05","     2662.95","      947961983","        15067.44"
"04-May-2009","     2707.45","     2792.15","     2707.45","     2788.05","      776136925","        15274.39"
"05-May-2009","     2786.20","     2818.30","     2775.35","     2808.65","     1000776432","        17710.85"
"06-May-2009","     2805.70","     2853.50","     2765.10","     2778.30","      979173331","        17710.61"
"07-May-2009","     2809.35","     2834.55","     2791.15","     2831.55","      757701086","        14101.57"
"08-May-2009","     2831.40","     2850.25","     2762.70","     2795.95","      831760364","        14956.96"
"11-May-2009","     2822.65","     2822.65","     2731.75","     2748.65","      705498927","        12987.22"
"12-May-2009","     2738.70","     2831.30","     2729.65","     2825.50","      802194793","        14914.51"
"13-May-2009","     2836.60","     2851.75","     2788.45","     2799.05","      810945239","        15429.78"
"14-May-2009","     2735.15","     2795.30","     2735.15","     2786.05","      649035732","        12905.16"
"15-May-2009","     2813.65","     2850.30","     2813.65","     2833.65","      692446759","        14135.46"
"18-May-2009","     3197.95","     3291.50","     3197.95","     3293.35","        6672342","          162.69"
"19-May-2009","     3354.85","     3433.35","     3166.00","     3309.05","     1582676535","        38479.43"
"20-May-2009","     3277.45","     3380.15","     3277.45","     3341.65","     1267887946","        26835.59"
"21-May-2009","     3336.85","     3416.20","     3313.75","     3327.65","     1136591752","        22227.48"
"22-May-2009","     3314.85","     3360.75","     3284.85","     3355.05","      940506789","        18392.91"
"25-May-2009","     3379.00","     3409.90","     3354.35","     3401.70","      940888490","        17055.46"
"26-May-2009","     3414.15","     3432.85","     3288.00","     3309.70","      931514726","        17179.86"
"27-May-2009","     3369.05","     3446.25","     3369.05","     3442.30","      914397243","        19193.67"
"28-May-2009","     3460.65","     3498.10","     3450.10","     3487.70","     1046134343","        24305.15"
"29-May-2009","     3516.95","     3612.30","     3516.95","     3579.90","     1232814151","        25833.38"
"01-Jun-2009","     3649.85","     3663.00","     3608.80","     3654.20","     1195933240","        23111.38"
"02-Jun-2009","     3689.40","     3689.40","     3586.45","     3641.50","     1142497436","        22789.35"
"03-Jun-2009","     3671.20","     3691.15","     3612.70","     3656.50","     1218809434","        23473.02"
"04-Jun-2009","     3619.95","     3711.70","     3618.35","     3708.10","     1212957281","        23527.11"
"05-Jun-2009","     3737.40","     3762.35","     3699.65","     3710.50","     1177296919","        23834.56"
"08-Jun-2009","     3728.50","     3736.95","     3543.55","     3562.70","      947335360","        19234.62"
"09-Jun-2009","     3537.80","     3668.75","     3500.15","     3661.25","     1041782516","        21392.67"
"10-Jun-2009","     3717.50","     3766.90","     3707.50","     3732.80","     1029565531","        23772.12"
"11-Jun-2009","     3743.30","     3744.90","     3673.30","     3711.10","     1006803589","        22035.67"
"12-Jun-2009","     3741.25","     3760.80","     3652.00","     3664.90","      954373876","        21297.58"
"15-Jun-2009","     3639.10","     3677.75","     3582.30","     3594.25","      969336293","        19540.40"
