"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2010","     4337.20","     4348.35","     4330.00","     4345.20","      400052260","        10436.42"
"05-Apr-2010","     4372.35","     4406.50","     4364.20","     4403.90","      419370895","        10165.79"
"06-Apr-2010","     4417.05","     4419.05","     4396.95","     4410.30","      493995782","        11187.41"
"07-Apr-2010","     4424.10","     4446.35","     4402.80","     4424.95","      550083855","        12191.39"
"08-Apr-2010","     4419.75","     4429.95","     4370.05","     4381.70","      528703700","        11559.23"
"09-Apr-2010","     4397.85","     4420.75","     4397.85","     4410.05","      504842748","        11186.69"
"12-Apr-2010","     4426.10","     4426.10","     4386.15","     4394.70","      431974229","        10250.15"
"13-Apr-2010","     4397.00","     4397.00","     4372.80","     4383.35","      431308290","        12534.21"
"15-Apr-2010","     4418.15","     4418.15","     4354.55","     4359.40","      517742157","        12856.12"
"16-Apr-2010","     4345.55","     4356.95","     4330.00","     4342.25","      413154754","        10095.19"
"19-Apr-2010","     4283.90","     4299.25","     4261.65","     4290.20","      410328713","        10077.02"
"20-Apr-2010","     4310.00","     4341.15","     4308.10","     4319.75","      461977658","        11826.18"
"21-Apr-2010","     4340.00","     4356.95","     4334.35","     4344.40","      503208434","        11381.46"
"22-Apr-2010","     4337.00","     4394.10","     4331.80","     4356.60","      483104404","        13540.56"
"23-Apr-2010","     4360.00","     4381.40","     4355.55","     4369.00","      445326843","        11449.95"
"26-Apr-2010","     4383.90","     4396.40","     4378.90","     4383.80","      372593373","         9817.49"
"27-Apr-2010","     4382.30","     4396.35","     4374.30","     4378.30","      486197344","        10616.48"
"28-Apr-2010","     4323.55","     4350.30","     4302.10","     4315.10","      548061108","        12333.04"
"29-Apr-2010","     4329.50","     4344.35","     4327.90","     4338.25","      541018006","        13419.60"
"30-Apr-2010","     4365.15","     4374.80","     4360.05","     4368.10","      577386458","        12696.45"
"03-May-2010","     4346.25","     4358.45","     4331.30","     4341.25","      440162954","         9622.91"
"04-May-2010","     4359.05","     4360.45","     4270.65","     4277.85","      511349234","        11242.41"
"05-May-2010","     4216.40","     4280.65","     4199.55","     4271.50","      627228078","        13720.86"
"06-May-2010","     4266.70","     4275.75","     4213.10","     4256.75","      551581064","        12189.93"
"07-May-2010","     4192.10","     4216.70","     4159.40","     4182.25","      780316744","        14974.73"
"10-May-2010","     4229.25","     4306.35","     4229.25","     4298.60","      533966253","        12127.41"
"11-May-2010","     4298.10","     4301.70","     4244.10","     4250.00","      486893395","        11105.97"
"12-May-2010","     4254.10","     4273.00","     4219.85","     4263.90","      502399119","        11507.75"
"13-May-2010","     4287.60","     4311.90","     4281.60","     4290.60","      489098263","        11503.69"
"14-May-2010","     4282.05","     4302.50","     4223.05","     4236.65","      434502671","        11928.64"
"17-May-2010","     4192.10","     4220.80","     4146.00","     4213.25","      431776472","        11983.79"
"18-May-2010","     4208.95","     4246.25","     4198.35","     4217.40","      387607827","        10783.71"
"19-May-2010","     4179.20","     4189.45","     4099.05","     4106.40","      514846487","        13794.78"
"20-May-2010","     4144.05","     4163.85","     4117.65","     4133.45","      447880050","        12019.52"
"21-May-2010","     4052.30","     4107.40","     4044.65","     4101.60","      540189534","        13337.93"
"24-May-2010","     4159.95","     4177.10","     4098.75","     4110.80","      483348963","        10957.84"
"25-May-2010","     4066.40","     4070.70","     3986.95","     4001.90","      475951036","        11462.34"
"26-May-2010","     4050.25","     4072.70","     4036.75","     4070.55","      494615054","        12387.53"
"27-May-2010","     4064.60","     4130.10","     4058.80","     4125.75","      572888944","        15547.64"
"28-May-2010","     4171.60","     4191.20","     4154.70","     4186.80","      491291257","        11899.33"
"31-May-2010","     4188.90","     4232.40","     4179.65","     4226.60","      513043353","        11206.92"
"01-Jun-2010","     4221.70","     4226.15","     4142.70","     4149.10","      540475760","        11808.91"
"02-Jun-2010","     4163.75","     4196.75","     4152.25","     4189.75","      505091431","        11386.15"
"03-Jun-2010","     4240.15","     4262.35","     4240.00","     4253.15","      493984428","        10872.10"
"04-Jun-2010","     4259.75","     4270.75","     4244.00","     4263.45","      448198111","        10235.90"
"07-Jun-2010","     4165.45","     4199.05","     4164.50","     4190.00","      418418322","         9902.23"
"08-Jun-2010","     4188.40","     4216.50","     4136.95","     4152.00","      445030563","        10545.35"
"09-Jun-2010","     4154.55","     4205.60","     4154.55","     4172.00","      447382818","        10868.86"
"10-Jun-2010","     4191.75","     4232.35","     4183.65","     4228.95","      457694888","        10545.33"
"11-Jun-2010","     4268.55","     4268.55","     4236.60","     4247.25","      450067876","        11737.94"
"14-Jun-2010","     4268.65","     4300.95","     4260.80","     4299.05","      489298276","        10117.66"
"15-Jun-2010","     4306.95","     4320.90","     4288.45","     4314.80","      676912350","        12634.92"
"16-Jun-2010","     4330.60","     4337.40","     4309.50","     4319.95","      602868479","        12841.88"
"17-Jun-2010","     4326.55","     4351.25","     4305.40","     4344.30","      528719938","        12806.54"
"18-Jun-2010","     4351.20","     4364.75","     4317.75","     4328.65","      551023649","        13032.53"
"21-Jun-2010","     4374.85","     4396.75","     4372.30","     4388.70","      493542100","        11426.05"
"22-Jun-2010","     4370.85","     4391.30","     4364.85","     4368.70","      530933571","        11196.15"
"23-Jun-2010","     4355.10","     4385.70","     4355.10","     4379.75","      475265456","        10475.44"
"24-Jun-2010","     4382.90","     4399.65","     4355.10","     4372.35","      628325066","        15437.80"
"25-Jun-2010","     4363.45","     4387.60","     4353.20","     4365.85","      518168745","        12235.86"
"28-Jun-2010","     4387.65","     4432.45","     4383.10","     4429.25","      496824123","        11890.57"
"29-Jun-2010","     4416.05","     4425.20","     4367.95","     4383.75","      487917505","        11510.00"
"30-Jun-2010","     4352.20","     4424.30","     4352.20","     4420.70","      557954534","        13686.50"
"01-Jul-2010","     4391.95","     4402.60","     4373.75","     4386.35","      460004806","        10613.87"
"02-Jul-2010","     4392.15","     4414.85","     4374.40","     4382.55","      512269359","        10398.16"
"05-Jul-2010","     4381.00","     4394.80","     4372.40","     4379.65","      365498141","         6653.43"
